,stock_ticker_symbol,market_capital,trailing_pe,beta,return_on_equity,earnings_growth
1250,KSS,2210299136,7.792157,1.957,0.07508,0.135
1251,4812.T,372878016512,25.771341,0.38,0.17479,-0.133
1252,KNX,8310097920,125.21951,0.929,0.0093,-0.678
1253,TRTX,706505728,N/A,2.235,-0.011410001,N/A
1254,EVOK.L,283184672,N/A,0.87,-3.79342,N/A
1255,LAMR,12556547072,24.896553,1.539,0.42707002,0.047
1256,4816.T,629789163520,29.987343,0.289,0.17027001,0.7
1257,CPRX,2332219136,35.089283,0.76,0.13852,N/A
1258,4151.T,1714342723584,17.953241,0.236,0.11743,1.635
1259,ONT.L,1355978240,N/A,0.789,-0.2608,N/A
1260,BELFB,850033408,12.949393,1.27,0.20021999,-0.314
1261,7354.T,11680049152,N/A,0.774,-0.024,-0.146
1262,TWKS,1419133312,N/A,1.142,-0.15187,N/A
1263,9434.T,9458718605312,19.267683,0.155,0.16289,0.101
1264,MOD,5158022656,32.160133,2.223,0.23029,0.035
1265,BEZ.L,4858411008,523.1292,0.684,0.35988,1.014
1266,WHR,5330795008,10.032024,1.418,0.19740999,1.562
1267,DRVN,2293866240,N/A,1.134,-0.57837003,-0.168
1268,8591.T,3922344280064,10.729614,0.904,0.091230005,0.399
1269,PRSR.L,519591456,946.0,N/A,N/A,N/A
1270,7844.T,36041052160,N/A,0.493,-0.03435,-0.675
1271,DDS,5601296896,8.542068,0.87,0.36101002,-0.425
1272,RMR,411764576,16.197369,1.309,0.13623999,-0.804
1273,4549.T,80370925568,36.054634,N/A,0.049489997,-0.324
1274,7575.T,82318327808,11.688183,0.133,0.14034,0.064
1275,MNDY,12188981248,298.13416,1.309,0.05053,N/A
1276,KCO.DE,485283712,N/A,1.892,-0.03582,N/A
1277,EVRI,1111339904,27.135416,2.152,0.17329,-0.626
1278,3635.T,503287873536,14.624633,0.306,0.22905001,0.296
1279,HSTM,858420672,47.847458,0.361,0.05175,0.055
1280,DNB,5182149632,N/A,1.167,-0.00875,N/A
1281,AXP,178382045184,18.725374,1.212,0.34977,0.436
1282,ORC,583549760,N/A,1.85,-0.07305,N/A
1283,ARRY,913075264,60.100002,1.623,0.11808,-0.768
1284,GTY.DE,141940640,N/A,0.337,0.0025600002,N/A
1285,4503.T,3248595927040,151.5025,0.294,0.01322,0.137
1286,FOR,1520621056,7.8177085,1.761,0.13825,-0.183
1287,GEF,2892853760,12.897827,0.928,0.13734001,-0.037
1288,EHTH,112034576,N/A,0.517,-0.0341,N/A
1289,7747.T,751317483520,47.61577,0.621,0.111049995,0.577
1290,TPIC,165724992,N/A,1.903,N/A,N/A
1291,NTST,1312734080,210.87502,0.945,0.00392,N/A
1292,3086.T,378012991488,11.111111,0.352,0.09109,0.768
1293,PKG,18369208320,25.662485,0.786,0.18013,-0.013
1294,OC,13611771904,13.233306,1.403,0.19860001,-0.143
1295,9987.T,407068606464,13.71759,N/A,0.07334,0.582
1296,ARR,999207104,N/A,1.502,-0.09276,N/A
1297,IMAX,1111476224,54.102566,1.252,0.0847,-0.546
1298,3659.T,2263741104128,33.00472,0.228,0.06879,0.66
1299,8601.T,1444274634752,12.180407,0.586,N/A,0.033
1300,DTE.DE,130589196288,26.23,0.621,0.10299,0.364
1301,IHS,1005883456,N/A,1.129,-10.4403105,N/A
1302,8963.T,390079250432,16.30288,0.774,0.08754,0.31
1303,5938.T,494552514560,N/A,0.825,-0.023459999,N/A
1304,NBPE.L,744852288,3559.0908,N/A,N/A,N/A
1305,TAL,4628807680,95.75,0.013,0.01438,N/A
1306,7803.T,23985176576,31.433823,0.403,0.03906,0.009
1307,PAGS,2925862656,8.817308,1.948,0.14044,0.321
1308,BIRD,82732424,N/A,1.804,-0.66116995,N/A
1309,FLGT,641987072,N/A,1.504,-0.14275,N/A
1310,WRBY,1666932608,N/A,1.813,-0.14538,N/A
1311,PGNY,2125101824,37.36508,1.443,0.13558,0.133
1312,PFC.L,79877784,N/A,0.97,N/A,N/A
1313,SRP.L,1800520448,1326.9231,0.385,0.14084,-0.407
1314,UTI,891123392,33.795918,1.357,0.12998,N/A
1315,BEPC,4921612288,6.6053267,0.972,0.06511,N/A
1316,3481.T,187799912448,26.003723,0.241,N/A,N/A
1317,ATG.L,462912192,4750.0,1.29,0.02138,-0.535
1318,DV,3058992128,52.941177,0.926,0.059899997,-0.429
1319,WINA,1217294976,31.578997,0.774,N/A,N/A
1320,7451.T,220661989376,9.833146,0.065,0.11452,-0.032
1321,GTY,1715509760,26.605042,0.943,0.072859995,0.143
1322,HEN3.DE,32033882112,19.084906,0.581,0.09002,0.828
1323,TYL,25133793280,122.19709,0.778,0.07044,0.365
1324,PRG,1938770816,18.69796,2.09,0.18601,-0.025
1325,ADV,1086623744,N/A,1.556,-0.16049999,N/A
1326,BLK,130047500288,21.779707,1.317,0.15204,0.103
1327,NTCT,1389270656,N/A,0.576,-0.33894002,N/A
1328,7459.T,553694920704,14.2450905,0.114,0.06865,-0.179
1329,FAN.L,1050578112,2528.5715,1.359,0.18872999,0.294
1330,PDCO,1805197312,11.314918,1.008,0.16284001,-0.531
1331,9613.T,3266706407424,25.57629,0.737,0.0497,-0.232
1332,TYMN.L,775928768,1990.0,1.384,0.07159,0.078
1333,PAYC,9408576512,19.76116,1.176,0.33328,0.081
1334,GDDY,21550540800,12.717969,1.125,N/A,0.87
1335,RMBS,4173676544,18.545454,1.189,0.23368,-0.781
1336,PACB,452398112,N/A,2.034,-0.70571,N/A
1337,CRDA.L,5546302464,3424.138,0.744,0.070250005,-0.092
1338,MGRC,2523995648,21.78178,0.749,0.12628001,-0.327
1339,DNOW,1262734208,5.757282,1.438,0.23076999,-0.318
1340,MSA,6719524864,24.746376,0.989,0.29177,0.076
1341,RC,1335187200,N/A,1.476,-0.01518,N/A
1342,TTG.L,260610416,N/A,0.948,-0.04585,-0.507
1343,MNG.L,4960753664,2977.1428,1.468,0.045760002,N/A
1344,3402.T,1230474838016,35.20997,0.744,0.02394,0.926
1345,ELAN,7306123264,N/A,1.405,-0.18785,N/A
1346,N91.L,1424044416,890.55554,0.657,0.45686,0.08
1347,WTRG,10662338560,19.09804,0.839,0.09453,-0.19
1348,UPWK,1239545728,17.38889,1.537,0.22267,N/A
1349,5101.T,503773855744,5.847986,0.542,0.106920004,0.49
1350,CPG.L,42206732288,3313.3333,0.81,0.26608,0.162
1351,KBR,8183905280,42.130135,0.907,0.13420999,N/A
1352,ADUS,2296023040,30.202381,1.04,0.08677,0.209
1353,PRPL,108785080,N/A,2.079,-0.85856,N/A
1354,PWSC,3788409088,N/A,1.052,-0.03932,N/A
1355,8308.T,2448335044608,13.811759,0.506,0.06691,0.588
1356,RSG,64478162944,34.44631,0.707,0.17778999,0.201
1357,PTC,20158652416,68.4898,1.177,0.10524999,0.118
1358,ALGN,16536444928,37.64966,1.643,0.12088,-0.123
1359,CRH,57426845696,17.5625,1.384,0.15487,0.16
1360,RAT.L,1926054016,2914.7542,0.655,0.06376,0.305
1361,PRU,41037148160,14.680715,1.286,0.09594,1.377
1362,8958.T,102896697344,15.313935,0.543,0.06469,N/A
1363,2972.T,37087662080,17.103996,0.355,0.041079998,N/A
1364,CNK,3500182528,27.76699,2.379,0.46205002,-0.596
1365,2979.T,81698250752,22.737764,0.256,0.045149997,N/A
1366,LNC,4959540224,3.060924,1.8,0.25189,0.736
1367,6965.T,528709779456,17.007145,N/A,0.09636,-0.583
1368,NXT.L,12043779072,1534.2988,1.369,0.57098997,0.268
1369,PHNX.L,5703998464,N/A,0.732,-0.02263,N/A
1370,OUT,2644093184,12.160306,1.95,0.29656,N/A
1371,LBRDK,8519058944,10.772973,1.025,0.088240005,-0.205
1372,LABS.L,115150008,N/A,N/A,N/A,N/A
1373,CTO,451306304,39.836735,0.602,0.03452,N/A
1374,ICE,92838764544,40.124065,1.091,0.09365,-0.225
1375,MU,95659614208,N/A,1.176,-0.03434,N/A
1376,ROL,24051032064,52.273685,0.697,0.35711,0.215
1377,OTIS,36722884608,25.60894,0.93,N/A,0.133
1378,IIPR,3476028672,21.524563,1.37,0.08443,0.002
1379,7936.T,1923228106752,36.63039,1.459,0.22833,0.846
1380,FINV,1364186240,4.6460176,0.439,0.15909,0.051
1381,PRGS,2404894976,34.4908,0.909,0.17858,0.37
1382,CVS,71038132224,10.048043,0.528,0.097279996,-0.048
1383,EVK.DE,9187189760,N/A,1.027,-0.00777,N/A
1384,8219.T,67216400384,6.9559836,N/A,0.056020003,-0.35
1385,JKHY,12532936704,32.931034,0.638,0.22128999,0.031
1386,AMP,42844643328,14.938378,1.346,0.67629,-0.023
1387,PTVE,1970012544,27.474998,1.299,0.06105,N/A
1388,ICUI,4043119872,N/A,0.653,-0.034089997,N/A
1389,ENTG,15852690432,86.776855,1.238,0.05373,-0.657
1390,6718.T,46862819328,10.101046,0.261,0.070089996,-0.13
1391,9107.T,1355196792832,10.020118,1.794,0.08619001,1.013
1392,AWK,28451946496,29.858896,0.691,0.09631,-0.011
1393,BOWL,1621971968,N/A,N/A,-0.66946,N/A
1394,NKE,119184121856,21.310991,1.014,0.40093,0.505
1395,6955.T,21289955328,87.76671,1.77,0.01611,N/A
1396,DTG.DE,24730103808,6.8344364,1.178,0.17694001,-0.17
1397,QSI,135228704,N/A,2.907,-0.32576,N/A
1398,JMAT.L,2813676544,2732.7588,0.95,0.043909997,-0.624
1399,MITK,383029504,N/A,1.079,-0.0323,N/A
1400,2685.T,158626299904,11.795235,0.408,0.19347,-0.012
1401,NHI,3587652864,28.08163,1.063,0.09897,-0.141
1402,DLTR,14494759936,N/A,0.872,-0.12983,-0.323
1403,3476.T,82878267392,18.053617,0.483,0.05233,N/A
1404,PRO,821861696,N/A,1.206,N/A,N/A
1405,UPS,110395777024,21.02447,0.977,0.28331,-0.32
1406,DWS.DE,6888225792,11.882353,1.401,0.07942,0.125
1407,BIJ.DE,258291712,10.718849,0.846,0.09761,-0.326
1408,EXC,38749364224,16.004131,0.601,0.09455,0.316
1409,3290.T,65237725184,17.985985,0.576,0.05933,-0.022
1410,FCN,7823448576,23.660152,0.095,0.16674,0.337
1411,JAMF,2236270336,N/A,0.42,-0.12776,N/A
1412,VZ,179872792576,16.06391,0.407,0.120950006,-0.009
1413,GILT,251159904,12.585715,0.565,0.07388,-0.714
1414,GLE.L,332777376,1965.5173,1.141,0.06003,-0.563
1415,7988.T,348938403840,20.450216,0.961,0.075890005,-0.088
1416,3287.T,140893077504,27.136047,0.624,0.037019998,N/A
1417,TOST,13274440704,N/A,1.751,-0.115159996,N/A
1418,ARES,43844059136,72.206184,1.235,0.20433001,-0.423
1419,WM,83658129408,33.141495,0.753,0.35022998,0.119
1420,LXS.DE,2106849792,N/A,1.621,-0.16136,N/A
1421,CMI,40677216256,21.261461,0.975,0.1894,0.042
1422,HCKT,700308608,20.42742,0.915,0.39687002,-0.031
1423,NESF.L,471902976,8040.0005,N/A,N/A,N/A
1424,PKST,494345760,N/A,N/A,-0.124230005,N/A
1425,PLUS.L,1938640896,1002.33466,0.198,0.39308,0.165
1426,2389.T,16691664896,7.973311,0.929,0.0686,N/A
1427,DBX,7330821632,13.453487,0.608,N/A,1.687
1428,WWW,1128149504,N/A,1.772,-0.25011998,-0.425
1429,VSAT,2040630656,N/A,1.356,-0.17938,N/A
1430,TILE,1027318272,15.592921,1.978,0.15829,0.414
1431,BDC,4058514944,21.116772,1.065,0.16549999,-0.256
1432,HUBB,20297822208,27.926144,0.898,0.25931,0.031
1433,ADTN,398536992,N/A,1.191,-0.58409,N/A
1434,RGA,14014497792,16.547434,0.912,0.097629994,-0.007
1435,AVGO,655500181504,114.48781,1.183,0.12509,1.881
1436,RM,316651616,12.275591,1.517,0.07472,0.365
1437,URBN,3271550208,10.844036,1.493,0.14732,0.127
1438,HFG.DE,1167009280,N/A,0.028,-0.09821,-0.87
1439,6651.T,118153199616,10.706675,0.238,0.10408,1.678
1440,9684.T,664141692928,34.482975,0.426,0.06063,0.685
1441,ULTP.L,119454936,992.8571,1.387,0.26669002,-0.024
1442,AVNS,1098640640,159.4,0.908,0.0057,N/A
1443,LAUR,2228697088,11.4140625,0.869,0.21229,1.349
1444,ENR,2099317888,208.85715,1.034,0.07027,N/A
1445,SCVL,1103252224,14.397163,1.525,0.13158,0.155
1446,IRWD,792305472,62.0,0.489,N/A,N/A
1447,EVC,174574992,N/A,1.003,-0.022160001,N/A
1448,ADPT,628230784,N/A,1.433,-0.67014,N/A
1449,SAH,1957134720,10.602589,1.618,0.20896,0.815
1450,ONL,218196432,N/A,0.989,-0.10568,N/A
1451,DBRG,2081224192,4.2671757,1.977,0.18673,N/A
1452,9697.T,1356347998208,38.611378,0.256,N/A,-0.451
1453,GPRO,192439792,N/A,1.55,-1.05061,N/A
1454,VRNT,1600361984,39.10606,1.205,0.049569998,N/A
1455,HUM,41389391872,24.191416,0.509,0.10155,-0.265
1456,CARG,2811636992,N/A,1.565,-0.08632,N/A
1457,NEM.DE,10129349632,57.32026,0.852,0.23604,0.286
1458,ZIM,1962989952,N/A,1.736,-0.50401,N/A
1459,SBLK,2339876096,7.5888886,0.979,0.11873999,1.163
1460,7860.T,64937766912,588.11475,N/A,0.0057800002,-0.323
1461,NXU.DE,861842880,33.716217,0.854,0.10028,0.126
1462,TROX,1918727936,N/A,1.624,0.0239,N/A
1463,BK,49974517760,16.12381,1.067,0.08343001,0.16
1464,MPWR,40757161984,99.64362,1.12,0.20371,0.005
1465,VOXX,130821960,N/A,1.248,-0.16359,N/A
1466,ILMN,19520622592,N/A,1.148,-0.76185995,N/A
1467,PD,1653642368,N/A,1.063,-0.313,N/A
1468,APH,73136537600,36.14881,1.246,0.25456,0.108
1469,FSJ.L,176349248,N/A,0.64,-0.27746,N/A
1470,MSM,4417441280,15.31323,0.815,0.19847,-0.249
1471,4369.T,104314724352,34.243652,1.119,0.110360004,1.644
1472,FDX,69398020096,16.461359,1.185,0.16139,-0.133
1473,6941.T,50068746240,24.450195,0.616,0.12503,8.288
1474,SPWH,92728584,N/A,0.656,-0.13201,N/A
1475,9766.T,1828677484544,27.396982,0.794,0.15669,0.433
1476,7606.T,61208150016,12.618046,0.481,0.14052,0.007
1477,VECO,1804053120,20.764706,1.164,0.12505001,N/A
1478,MRC,1005790656,12.553192,1.976,0.1259,0.333
1479,MRTN,1385683328,32.11321,0.783,0.057779998,-0.64
1480,6504.T,1096505819136,14.42991,0.838,0.12946999,-0.067
1481,8012.T,346113867776,13.956094,0.405,0.064770006,0.747
1482,CRAI,1084753664,27.92321,1.14,0.20421,-0.299
1483,GKOS,7110594560,N/A,1.033,-0.27489,N/A
1484,KMT,1899221376,17.79562,1.643,0.08732,0.046
1485,9757.T,106214211584,18.72165,0.512,0.22412,0.423
1486,NTNX,14835456000,N/A,1.187,N/A,N/A
1487,9413.T,104440676352,15.619968,0.09,0.06042,-0.521
1488,CMBM,47396496,N/A,0.932,-1.1184,N/A
1489,BOOT.L,293977184,1157.8948,0.798,0.07097,5.133
1490,IT,37977235456,46.936188,1.323,1.34407,0.181
1491,BGFV,44055268,N/A,2.31,-0.1046,N/A
1492,SFOR.L,293770624,N/A,1.056,-0.00699,N/A
1493,8697.T,1742544568320,29.585693,0.411,0.18765,-0.111
1494,6971.T,2437663162368,24.15486,0.185,0.032449998,-0.008
1495,NXPI,58741428224,21.611998,1.497,0.31456,-0.049
1496,RS,14984571904,13.889341,0.849,0.14962,-0.28
1497,ITRN,533745280,10.480469,1.153,0.30556,0.084
1498,9869.T,130073378816,10.316539,0.041,0.09126,0.027
1499,8977.T,85857198080,20.40378,0.485,0.048130002,N/A
1500,APP,28849029120,36.884617,1.878,0.70921,3.076
1501,AVNW,311493792,22.13393,1.807,0.05762,-0.341
1502,APLD,1035942016,N/A,4.376,-1.53896,N/A
1503,DOLE,1488847360,7.959391,0.858,0.14338,0.901
1504,SBRY.L,6985309184,4996.6665,0.673,0.0194,N/A
1505,HLX,1461229184,N/A,2.421,-0.00447,3.427
1506,9069.T,180792918016,12.371979,0.268,0.09196,0.13
1507,2433.T,446584422400,17.153131,1.009,0.06871,N/A
1508,WEIR.L,5090991616,2307.0588,1.407,0.13003999,-0.068
1509,3151.T,60850683904,10.414021,0.083,0.05809,0.174
1510,HOV,1157085952,5.8976603,2.603,0.41306,0.32
1511,MHO,4265001984,8.479019,2.231,0.20998,0.243
1512,LSTR,6523278336,30.114565,0.804,0.21997999,-0.203
1513,8923.T,109619011584,8.872676,0.536,0.14682001,-0.051
1514,3593.T,93428785152,35.924423,0.36,0.03381,0.135
1515,6326.T,2435146055680,9.357081,0.782,0.11046,0.314
1516,VRTX,121594429440,N/A,0.406,-0.0324,N/A
1517,NVT,10310317056,18.137426,1.259,0.18707001,-0.015
1518,TTC,8480103424,21.690289,0.691,0.2565,N/A
1519,CCRN,465544448,55.08,0.637,0.01868,N/A
1520,2327.T,655915155456,25.641943,0.327,0.1141,0.338
1521,GFT.DE,558109120,11.459459,1.667,0.21133,0.025
1522,CRSR,632166208,N/A,1.576,-0.04427,N/A
1523,3636.T,64221646848,12.392177,0.493,0.078439996,N/A
1524,8252.T,471055171584,17.730772,0.413,0.10781,0.443
1525,8086.T,217896255488,25.51079,0.036,0.04032,-0.359
1526,ROP,59322855424,41.390427,1.022,0.082679994,-0.081
1527,3994.T,300543410176,N/A,1.243,-0.16740999,N/A
1528,3697.T,208193323008,37.423252,1.209,0.1863,-0.822
1529,BKR,33704146944,17.101522,1.366,0.13033,0.45
1530,RCL,41254129664,17.476553,2.621,0.5165,0.825
1531,SLB,57375735808,13.205883,1.528,0.21972999,0.069
1532,EH,741695040,N/A,1.02,-0.71022004,N/A
1533,2502.T,2829791002624,16.207666,0.696,0.06802,0.146
1534,9790.T,53176614912,13.9275465,0.575,0.16775998,N/A
1535,TRU,18751893504,N/A,1.619,-0.03329,0.569
1536,KETL.L,191243504,1188.5714,0.59,0.40258,0.332
1537,PETQ,916896384,82.91892,1.737,0.05524,0.522
1538,2790.T,68199489536,28.439035,0.48,0.01521,-0.366
1539,FIE.DE,3792311296,26.25,0.575,0.15131,0.368
1540,4839.T,30016385024,27.44138,0.258,0.025969999,1.448
1541,NVRI,785094656,N/A,2.2,-0.08843,N/A
1542,GME,10335785984,303.125,-0.146,0.01931,N/A
1543,9605.T,274568626176,19.88076,N/A,N/A,-0.038
1544,AIN,2661889536,24.34,1.264,0.11623,-0.073
1545,PMTS,295243552,17.552631,1.152,N/A,-0.073
1546,4676.T,369306566656,9.690138,0.464,0.04617,0.456
1547,FUBO,546699392,N/A,1.8,-0.71555,N/A
1548,CLFD,535914560,N/A,1.345,-0.030450001,N/A
1549,MVIS,210283088,N/A,3.015,-0.97743,N/A
1550,SEAT,986313408,N/A,1.281,0.09909,N/A
1551,4326.T,58681147392,27.292074,0.462,0.07771,N/A
1552,SMCI,24000552960,20.401691,1.238,0.32469,0.61
1553,ACEL,924683392,19.631578,1.474,0.24351999,0.545
1554,9409.T,201606135808,11.049847,0.403,0.04422,0.216
1555,SDGR,1461753600,N/A,1.504,-0.37129003,N/A
1556,DDD,272490944,N/A,1.655,-0.63453996,N/A
1557,ISRG,170353147904,82.65345,1.395,0.15767999,0.237
1558,VC,2650814464,4.9958377,1.455,0.56984,2.629
1559,BLCO,5554820608,N/A,0.461,-0.06495,N/A
1560,GMRE,594272576,Infinity,1.273,0.00942,N/A
1561,AMAL,937694144,9.503105,0.924,0.16856001,0.243
1562,2337.T,155344093184,11.153,0.64,0.12717,1.543
1563,GPN,27988068352,20.183487,0.991,0.06343,0.4
1564,BRKR,9593837568,26.514643,1.18,0.22863,-0.871
1565,BEN,10224610304,12.142857,1.408,0.07579,-0.273
1566,3608.T,68985978880,21.006666,0.101,0.03403,-0.693
1567,FLTR.L,29931704320,N/A,1.232,-0.08562,2.919
1568,STGW,1754124032,N/A,1.601,0.058520004,N/A
1569,8074.T,107548164096,11.043289,0.443,0.09927,N/A
1570,3048.T,268243779584,30.245125,0.311,0.06278,11.161
1571,HRI,3753482240,11.099077,2.07,0.27516,-0.075
1572,QLYS,4450449920,26.747787,0.463,0.48413,0.232
1573,DFIN,1903436160,18.785099,1.36,0.25957,0.185
1574,8803.T,133896421376,25.544174,0.391,0.04679,-0.572
1575,XP,9753616384,13.284672,1.662,0.22253999,0.104
1576,CNM,7707340288,18.24762,1.04,0.23443002,-0.066
1577,ONTO,8920160256,53.919407,1.366,0.09517,1.024
1578,ONON,14200523776,79.21429,2.24,0.13651,8.22
1579,2792.T,44555976704,9.139232,0.52,0.14341,0.528
1580,COUR,1186284928,N/A,1.43,-0.15958,N/A
1581,AUDC,289349440,21.409092,0.873,0.07334,3.0
1582,FWONK,18575515648,70.50467,1.114,0.04132,-0.756
1583,RERE,529867808,N/A,-0.19,-0.03901,N/A
1584,5334.T,812999573504,9.319712,0.405,0.13829,0.181
1585,DOW,35957248000,31.666666,1.213,0.062480003,-0.089
1586,PSTL,419693024,160.55554,0.667,0.01413,-0.459
1587,7458.T,176142663680,14.25708,0.545,0.117419995,0.006
1588,ECV.DE,2750908416,141.75,0.806,0.02024,-0.583
1589,DAR,5604005888,15.388647,1.246,0.084130004,-0.684
1590,AMG,4927955968,9.621071,1.198,0.18146,-0.306
1591,FLYW,2160786688,N/A,0.981,-0.01263,N/A
1592,FORR,339077408,222.37502,0.873,0.00614,0.192
1593,3626.T,822769680384,17.123123,0.308,0.16166,0.089
1594,BIG,14746018,N/A,2.228,-1.51972,N/A
1595,UIS,368864896,N/A,0.781,N/A,N/A
1596,2971.T,40828170240,17.939219,0.463,0.05746,N/A
1597,IOT,25414189056,N/A,1.499,-0.27858,N/A
1598,SVV,1407775744,38.086956,N/A,0.18435,-0.75
1599,CERS,374299936,N/A,1.194,-0.47338,N/A
1600,AIV,1239078656,N/A,1.512,-0.34917998,N/A
1601,BC,5010455040,14.550001,1.51,0.17405,-0.222
1602,WSC,6881806336,38.03125,1.357,0.14185001,N/A
1603,7453.T,715622645760,19.267801,0.667,0.13071,0.562
1604,DCC.L,5082242048,1557.5758,0.744,0.10912,-0.015
1605,CARD.L,444939520,914.2857,2.061,0.16951999,-0.073
1606,WIX,8574129152,124.12698,1.474,N/A,0.214
1607,2471.T,28204285952,33.967648,0.807,0.17024,-0.43
1608,LQDT,656751936,34.69355,1.378,0.121400006,-0.095
1609,DRQ,530908384,N/A,0.842,-0.031159999,N/A
1610,NFG.L,459686048,911.0,1.506,0.39868,2.534
1611,9064.T,564491911168,21.051945,0.328,0.04719,N/A
1612,GRG.L,3200679168,2353.7312,1.427,0.28742,-0.088
1613,LYB,30811934720,13.33052,1.082,0.17465,0.293
1614,AWI,5273290752,22.06033,1.134,0.39183998,0.119
1615,BC8.DE,4596480000,17.623188,0.899,0.1552,-0.095
1616,ACTG,471762496,6.2666664,0.52,0.14303,N/A
1617,LSEA,426235936,18.650793,1.108,0.03847,-0.336
1618,3341.T,37612081152,21.443193,0.104,0.03061,N/A
1619,IQ,1986502272,8.28,0.052,0.14310999,-0.8
1620,CLVT,4815537664,N/A,1.174,-0.19308001,N/A
1621,LII,19779420160,30.802996,1.078,2.01594,0.126
1622,8309.T,2531556589568,23.25519,0.48,0.0366,0.833
1623,PGR,147217399808,21.497862,0.353,0.34451,3.351
1624,MRNA,29448577024,N/A,1.671,-0.40941003,N/A
1625,IVAC,91580360,N/A,0.802,-0.082650006,N/A
1626,TWI,559953856,18.046513,1.801,0.059699997,-0.938
1627,4568.T,10977933262848,48.309906,0.282,0.14113,0.5
1628,CRCT,1196515072,17.83871,0.019,0.14595,0.286
1629,6787.T,144404430848,11.933275,1.516,0.11921,0.398
1630,ALLE,11723956224,21.392687,1.123,0.43199003,0.099
1631,9433.T,9803604688896,15.948885,0.069,0.11472,0.036
1632,OCN.L,479168640,1026.5151,0.962,0.11976,-0.175
1633,VSEC,1525544448,37.990826,1.599,0.05481,N/A
1634,7564.T,355820470272,22.242628,0.761,0.13266,-0.012
1635,TSCO.L,25017917440,1474.8,0.515,0.14768,N/A
1636,PFD.L,1558629760,1390.7693,1.081,0.082329996,0.254
1637,9143.T,1003563450368,17.085506,0.512,0.10261,0.049
1638,GXO,5757066240,40.838985,1.67,0.05014,-0.411
1639,BGC,4779045376,40.333336,1.49,0.13543999,N/A
1640,3296.T,140603129856,16.051983,0.575,0.06691,N/A
1641,RGL.L,206662208,N/A,N/A,N/A,N/A
1642,PEN,7577668096,557.37146,0.548,0.0127799995,N/A
1643,7518.T,284492365824,18.910223,0.587,0.20156999,1.624
1644,9072.T,232218181632,13.873048,0.382,0.07082,0.121
1645,ENPH,13953883136,110.7957,1.725,0.13958,-0.927
1646,RUN,3865006848,N/A,2.585,-0.33449,1.173
1647,GAMA.L,1438300288,2730.909,0.819,0.1668,0.127
1648,2670.T,760927027200,18.453133,0.14,0.12505999,0.101
1649,SUP,87524880,N/A,3.491,-0.76096,N/A
1650,MATX,4213866240,13.265327,1.071,0.14145,0.465
1651,9260.T,59608973312,14.05667,0.574,0.050019998,-0.274
1652,DEQ.DE,1773251072,N/A,1.504,-0.00093999994,1.692
1653,KIDS,740718528,N/A,1.175,-0.06683,N/A
1654,HALO,7504404992,22.96124,1.278,1.5315601,0.286
1655,MATW,702826880,27.345238,1.061,0.05108,-0.795
1656,9842.T,106984210432,14.4638195,0.241,0.06954,-0.539
1657,KVHI,91276288,N/A,0.594,-0.14536001,N/A
1658,MOON.L,701879680,2035.0,1.238,N/A,-0.072
1659,NEO,1940312192,N/A,1.191,-0.083909996,N/A
1660,6055.T,170442342400,27.933996,0.585,0.13585,0.379
1661,UNP,152975720448,23.622766,1.053,0.43756,0.066
