,company_name,industry,stock_exchange,stock_ticker_symbol,market_capital_euro,score
478,"CSG Systems International, Inc.",Software & Services,NAS,CSGS,1213706158.0800002,0.18898387496342825
479,"NNN REIT, Inc.",Real Estate,NYS,NNN,7784631726.08,0.19051016939423732
480,"Summit Hotel Properties, Inc.",Real Estate,NYS,INN,614141068.8000001,0.188844607999101
481,"Newmark Group, Inc.",Real Estate,NAS,NMRK,2641083125.76,0.1893154260506974
482,"Paycor HCM, Inc.",Software & Services,NAS,PYCR,2152705556.48,0.18920198572080624
483,"Hanesbrands, Inc.",Textiles & Apparel,NYS,HBI,1775674424.3200002,0.18911440893861595
484,KLA Corp.,Semiconductors,NAS,KLAC,96834436136.96,0.21119465579275415
485,"Genesco, Inc.",Retailing,NYS,GCO,301202288.64,0.1887719185868714
486,Clarus Corp.,Consumer Durables,NAS,CLAR,224795125.76,0.1887541707329396
487,"New York Mortgage Trust, Inc.",Real Estate,NAS,NYMT,574917568.0,0.188835497165291
488,"Procore Technologies, Inc.",Software & Services,NYS,PCOR,9501409075.2,0.190908942395055
489,"Hibbett, Inc.",Retailing,NAS,HIBB,960604884.48,0.1889250846057642
490,"Revvity, Inc.",Pharmaceuticals,NYS,RVTY,12871073792.0,0.1916916480333584
491,"Hilton Worldwide Holdings, Inc.",Consumer Services,NYS,HLT,50561000243.200005,0.20044626323098255
492,"The Buckle, Inc.",Retailing,NYS,BKE,1898080056.32,0.19075574454164043
493,Diversified Healthcare Trust,Real Estate,NAS,DHC,743850941.44,0.19048764023096337
494,"Stitch Fix, Inc.",Retailing,NAS,SFIX,536881264.64,0.19043956531947986
495,"Aspen Technology, Inc.",Software & Services,NAS,AZPN,11581254164.48,0.1930049519875159
496,"Ryman Hospitality Properties, Inc.",Real Estate,NYS,RHP,5852082728.96,0.19167418018608673
497,"Verisk Analytics, Inc.",Commercial Services,NAS,VRSK,36642823372.8,0.1988262526725026
498,"Under Armour, Inc.",Retailing,NYS,UAA,2744579799.04,0.19095236948125122
499,"IDEXX Laboratories, Inc.",Healthcare,NAS,IDXX,37721945866.24,0.19907691121898183
500,Criteo SA,Software & Services,NAS,CRTO,2060023726.08,0.19079336081330592
501,Capri Holdings Ltd.,Textiles & Apparel,NYS,CPRI,3746439249.92,0.19118508137008744
502,TopBuild Corp.,Homebuilders,NYS,BLD,12963815915.52,0.19332609339735604
503,"City Office REIT, Inc.",Real Estate,NYS,CIO,216848195.2,0.1903652280459092
504,Endava Plc,Software & Services,NYS,DAVA,1700189440.0,0.190709778514104
505,"Resources Connection, Inc.",Commercial Services,NAS,RGP,341198824.96000004,0.19039411220715957
506,"Fortinet, Inc.",Software & Services,NAS,FTNT,41543866449.92,0.19996466683902317
507,"F5, Inc.",Software & Services,NAS,FFIV,9728695296.0,0.19257463965869012
508,"Strategic Education, Inc.",Consumer Services,NAS,STRA,2695496960.0,0.1925538717464015
509,"Cohu, Inc.",Semiconductors,NAS,COHU,1473713408.0,0.19227007589271644
510,"WW International, Inc.",Consumer Services,NAS,WW,96186198.72,0.19195010390611364
511,"Pure Storage, Inc.",Technology Hardware,NYS,PSTG,18141421649.92,0.19614165075697654
512,Turtle Beach Corp.,Consumer Durables,NAS,HEAR,312061939.2,0.1920002475178517
513,"Tri Pointe Homes, Inc.",Homebuilders,NYS,TPH,3901714288.64,0.19283405187810387
514,"LTC Properties, Inc.",Real Estate,NYS,LTC,1463903646.72,0.19226779728160537
515,Fox Factory Holding Corp.,Auto Components,NAS,FOXF,1945338910.72,0.19237962505299525
516,"Evolv Technologies Holdings, Inc.",Technology Hardware,NAS,EVLV,498292195.84,0.19204350507732582
517,"OneSpan, Inc.",Software & Services,NAS,OSPN,461684821.76,0.19203500191736658
518,"OraSure Technologies, Inc.",Healthcare,NAS,OSUR,302789340.16,0.19199809367877263
519,"Mister Car Wash, Inc.",Consumer Services,NYS,MCW,2257522790.4,0.19245213911695977
520,"PayPal Holdings, Inc.",Software & Services,NAS,PYPL,58935296327.68,0.20561725097302636
521,PAR Technology Corp.,Technology Hardware,NYS,PAR,1640832040.96,0.19392179743051438
522,Cushman & Wakefield Plc,Real Estate,NYS,CWK,2671157381.12,0.19416112137541888
523,"National Vision Holdings, Inc.",Retailing,NAS,EYE,1024152596.48,0.19377855514417833
524,"FactSet Research Systems, Inc.",Software & Services,NYS,FDS,15430439485.44,0.19712484711168116
525,"FRP Holdings, Inc.",Real Estate,NAS,FRPH,533351232.0,0.19366455181519718
526,Synchrony Financial,Diversified Financials,NYS,SYF,19291137966.08,0.1980216100606834
527,Performance Food Group Co.,Food Retailers,NYS,PFGC,9505903738.88,0.1957486960928444
528,PotlatchDeltic Corp.,Paper & Forestry,NAS,PCH,3130714839.04,0.19426786737054566
529,AGCO Corp.,Machinery,NYS,AGCO,7055840993.280001,0.19517959557800166
530,"Redwood Trust, Inc.",Real Estate,NYS,RWT,910639846.4,0.19375218840535594
531,"Avantor, Inc.",Pharmaceuticals,NYS,AVTR,13385887539.2,0.19664993863543193
532,"Viavi Solutions, Inc.",Technology Hardware,NAS,VIAV,1601955932.16,0.1939127672889097
533,"Zscaler, Inc.",Software & Services,NAS,ZS,27106394357.76,0.1998369376248939
534,"Tilly's, Inc.",Retailing,NYS,TLYS,173800040.96,0.19358103527330428
535,"Omnicell, Inc.",Healthcare,NAS,OMCL,1210874147.8400002,0.19382192682157803
536,"iHeartMedia, Inc.",Media,NAS,IHRT,169167024.0,0.1951928623420442
537,"SiteOne Landscape Supply, Inc.",Traders & Distributors,NYS,SITE,5832885022.72,0.1965084306207685
538,"Leslie's, Inc.",Retailing,NAS,LESL,693451368.96,0.1953146430969153
539,"Certara, Inc.",Healthcare,NAS,CERT,2448964751.36,0.1957224137025993
540,Equity Commonwealth,Real Estate,NYS,EQC,1904143754.24,0.19559586269466492
541,"Huntington Bancshares, Inc.",Banks,NAS,HBAN,19252996915.2,0.19962565388412093
542,Perdoceo Education Corp.,Consumer Services,NAS,PRDO,1408671498.24,0.19548077441111533
543,OneSpaWorld Holdings Ltd.,Consumer Services,NAS,OSW,1604972354.5600002,0.1955263711692377
544,"Blackstone Mortgage Trust, Inc.",Real Estate,NYS,BXMT,3152424366.08,0.19588581328476395
545,"Independence Realty Trust, Inc.",Real Estate,NYS,IRT,4093525073.92,0.19610441213424748
546,"Kyndryl Holdings, Inc.",Software & Services,NYS,KD,5742908375.04,0.19648753084723802
547,CubeSmart,Real Estate,NYS,CUBE,10145723965.44,0.19751021674528454
548,Taylor Morrison Home Corp.,Homebuilders,NYS,TMHC,6263386849.280001,0.19660842757455102
549,"Smartsheet, Inc.",Software & Services,NYS,SMAR,5770632376.320001,0.19649397057757975
550,Office Properties Income Trust,Real Estate,NAS,OPI,120734492.48,0.19518161243480298
551,"Corning, Inc.",Technology Hardware,NYS,GLW,36126020894.72,0.20515782270871386
552,"Paychex, Inc.",Software & Services,NAS,PAYX,42014288445.44,0.20652554935190473
553,Xerox Holdings Corp.,Technology Hardware,NAS,XRX,1375716362.24,0.19708602281873477
554,"GLOBALFOUNDRIES, Inc.",Semiconductors,NAS,GFS,29508170792.960003,0.2036206286483465
555,"Match Group, Inc.",Software & Services,NAS,MTCH,8688937615.36,0.1987847376731946
556,"Guess?, Inc.",Retailing,NYS,GES,1178903838.72,0.19704030721056764
557,"The Duckhorn Portfolio, Inc.",Food Retailers,NYS,NAPA,1036304839.68,0.1970071843185456
558,"Oxford Industries, Inc.",Textiles & Apparel,NYS,OXM,1505542640.64,0.19711617886351782
559,Carrier Global Corp.,Building Products,NYS,CARR,56019159285.76,0.20977860040941151
560,"Apple, Inc.",Technology Hardware,NAS,AAPL,3228895302123.52,0.9483870967741939
561,Janus Henderson Group Plc,Diversified Financials,NYS,JHG,5253974978.56,0.19959976786143133
562,"Tile Shop Holdings, Inc.",Retailing,NAS,TTSH,294941548.8,0.19844788369721267
563,"Regeneron Pharmaceuticals, Inc.",Pharmaceuticals,NAS,REGN,110050514698.24,0.22394190555374624
564,"Uniti Group, Inc.",Real Estate,NAS,UNIT,853200581.12,0.19857755609163583
565,"Bio-Rad Laboratories, Inc.",Pharmaceuticals,NYS,BIO,8214938542.08,0.20028754040581043
566,"Upbound Group, Inc.",Retailing,NAS,UPBD,1686191073.28,0.1987710431028557
567,"Snowflake, Inc.",Software & Services,NYS,SNOW,41612344360.96,0.2096579922413695
568,"Intuit, Inc.",Software & Services,NAS,INTU,169460611809.28,0.23935458468874854
569,Unum Group,Insurance,NYS,UNM,9392867328.0,0.20217405290130552
570,"Peloton Interactive, Inc.",Consumer Durables,NAS,PTON,1328774988.8,0.20030092572926889
571,Willis Towers Watson Plc,Insurance,NAS,WTW,25157458821.120003,0.20583585182916228
572,"Dick's Sporting Goods, Inc.",Retailing,NYS,DKS,16027296153.6,0.2037150978672424
573,"Roku, Inc.",Media,NAS,ROKU,8590739906.56,0.20198773476340037
574,"Harmonic, Inc.",Technology Hardware,NAS,HLIT,1350954849.28,0.20030607766672068
575,The ODP Corp.,Retailing,NAS,ODP,1377072015.36,0.20031214416142132
576,"Yum China Holdings, Inc.",Consumer Services,NYS,YUMC,11087552430.08,0.2025676943155191
577,"ZoomInfo Technologies, Inc.",Software & Services,NAS,ZI,10479183544.32,0.20242638240556005
578,Fifth Third Bancorp,Banks,NAS,FITB,25669818449.92,0.20595486271125432
579,"Ellington Financial, Inc.",Real Estate,NYS,EFC,1024925102.08,0.20184325071079254
580,"Littelfuse, Inc.",Technology Hardware,NAS,LFUS,6122926489.6,0.20302741434885319
581,"Destination XL Group, Inc.",Retailing,NAS,DXLG,203054848.64,0.20165234670835153
582,"Unity Software, Inc.",Software & Services,NYS,U,6505038376.96,0.20311617128873755
583,Cintas Corp.,Commercial Services,NAS,CTAS,67188557742.08,0.21721173768807933
584,"UnitedHealth Group, Inc.",Healthcare,NYS,UNH,485427295027.2,0.3143602213926652
585,"Blackbaud, Inc.",Software & Services,NAS,BLKB,3679516006.4,0.20245985902135863
586,"Leidos Holdings, Inc.",Software & Services,NYS,LDOS,18689111162.88,0.20594628741853904
587,"DocuSign, Inc.",Software & Services,NAS,DOCU,10580869775.36,0.2040629053066345
588,"Plymouth Industrial REIT, Inc.",Real Estate,NYS,PLYM,1003578040.32,0.20183829221580712
589,"Essential Properties Realty Trust, Inc.",Real Estate,NYS,EPRT,4964431400.96,0.2027583191378951
590,"Premier, Inc.",Healthcare,NAS,PINC,1907472476.16,0.20204824879333716
591,"Kenvue, Inc.",Retailing,NYS,KVUE,32484369203.2,0.20915064961996985
592,Ichor Holdings Ltd.,Semiconductors,NAS,ICHR,1178608261.12,0.20349185145703574
593,"FormFactor, Inc.",Semiconductors,NAS,FORM,4057444352.0,0.2041605474340714
594,Triton International Ltd.,Commercial Services,NYS,TRTN.PRE,,
595,"CME Group, Inc.",Diversified Financials,NAS,CME,66735598141.44,0.21871942746888726
596,"Extreme Networks, Inc.",Technology Hardware,NAS,EXTR,1672534681.6,0.2036065806739484
597,Target Corp.,Retailing,NYS,TGT,66367862865.920006,0.21863400992805077
598,RLJ Lodging Trust,Real Estate,NYS,RLJ,1438499517.44,0.2035522189917205
599,Alliant Energy Corp.,Utilities,NAS,LNT,13102505164.8,0.20626153393925073
600,Atrion Corp.,Healthcare,NAS,ATRI,739062878.72,0.20338975386632308
601,"Arhaus, Inc.",Consumer Durables,NAS,ARHS,2118997463.04,0.20532318826374793
602,"MarineMax, Inc.",Retailing,NYS,HZO,742725862.4,0.20500350792988944
603,"Medpace Holdings, Inc.",Pharmaceuticals,NAS,MEDP,12456280678.4,0.20772433215710392
604,"Booking Holdings, Inc.",Software & Services,NAS,BKNG,124529824563.2,0.2337567721995606
605,"AMN Healthcare Services, Inc.",Healthcare,NYS,AMN,1993272412.16,0.2052939848519933
606,"Ross Stores, Inc.",Retailing,NAS,ROST,45296819240.96,0.21535253165412882
607,"Caleres, Inc.",Retailing,NYS,CAL,1111461509.12,0.20508915783692389
608,"Manhattan Associates, Inc.",Software & Services,NAS,MANH,12681528238.08,0.20777665265477738
609,"Equitable Holdings, Inc.",Insurance,NYS,EQH,12657233879.04,0.2077710095616516
610,"European Wax Center, Inc.",Consumer Services,NAS,EWCZ,552923120.64,0.2049594205536587
611,"Hertz Global Holdings, Inc.",Transportation,NAS,HTZ,1280133278.72,0.20674124013726272
612,Truist Financial Corp.,Banks,NYS,TFC,53058337505.28,0.2187682801532322
613,"Omega Healthcare Investors, Inc.",Real Estate,NYS,OHI,8383397519.360001,0.20839118618198013
614,"T. Rowe Price Group, Inc.",Diversified Financials,NAS,TROW,24272263495.68,0.21208185158376616
615,"First Solar, Inc.",Semiconductors,NAS,FSLR,20500107345.92,0.21120565524522306
616,Neogen Corp.,Healthcare,NAS,NEOG,3501338296.32,0.2072571815846226
617,"Dayforce, Inc.",Software & Services,NYS,DAY,8078353899.52,0.20832033065739725
618,"Schneider National, Inc.",Transportation,NYS,SNDR,4033379389.44,0.20899366730257374
619,"MongoDB, Inc.",Software & Services,NAS,MDB,17731741204.48,0.21217552245115773
620,"Montrose Environmental Group, Inc.",Commercial Services,NYS,MEG,1227223121.92,0.20834185339313702
621,"Mercer International, Inc.",Paper & Forestry,NAS,MERC,514769410.56,0.208176364662424
622,"The Shyft Group, Inc.",Auto Components,NAS,SHYF,387079857.92,0.20814670493624843
623,"The Chefs' Warehouse, Inc.",Food Retailers,NAS,CHEF,1551414517.76,0.20841715656266255
624,"Healthcare Services Group, Inc.",Commercial Services,NAS,HCSG,796795130.88,0.2082418735898673
625,The Western Union Co.,Software & Services,NYS,WU,4042607063.04,0.20899581070637266
626,"Apple Hospitality REIT, Inc.",Real Estate,NYS,APLE,3411262259.2000003,0.20884916195072187
627,Madison Square Garden Sports Corp.,Media,NYS,MSGS,4367272325.12,0.2090712239455369
628,"Designer Brands, Inc.",Retailing,NYS,DBI,387142064.6400001,0.20814671938562385
629,"Rockwell Automation, Inc.",Electrical Equipment,NYS,ROK,30191549972.48,0.21668258975396384
630,Gentex Corp.,Auto Components,NAS,GNTX,7388825763.84,0.21138597353045738
631,"Workday, Inc.",Software & Services,NAS,WDAY,56555357306.880005,0.22280637427914232
632,"Century Communities, Inc.",Homebuilders,NYS,CCS,2818877409.28,0.21032446603802463
633,"Informatica, Inc. (California)",Software & Services,NYS,INFA,6979793940.4800005,0.21129096362849495
634,Coherent Corp.,Technology Hardware,NYS,COHR,10634824581.12,0.21213995405663388
635,The Cato Corp.,Retailing,NYS,CATO,100228134.08,0.20969297825063155
636,RH,Retailing,NYS,RH,4855846318.08,0.21079761312652207
637,Lattice Semiconductor Corp.,Semiconductors,NAS,LSCC,7591274045.440001,0.211432998212374
638,"C.H. Robinson Worldwide, Inc.",Transportation,NAS,CHRW,9584507125.76,0.2118959863436979
639,"Invesco Mortgage Capital, Inc.",Real Estate,NYS,IVR,443355978.24,0.2097726799779114
640,"Build-A-Bear Workshop, Inc.",Retailing,NYS,BBW,326153777.92,0.20974545625367716
641,"ON24, Inc.",Software & Services,NYS,ONTF,245733162.88000005,0.21133967938098192
642,"Ziff Davis, Inc.",Software & Services,NAS,ZD,2149477283.84,0.2117818810190064
643,"CrowdStrike Holdings, Inc.",Software & Services,NAS,CRWD,79468269076.48001,0.22974148809242992
644,"Silicon Laboratories, Inc.",Semiconductors,NAS,SLAB,3499488993.28,0.2120954617059769
645,National Rural Utilities Cooperative Finance Corp.,Banks,NYS,NRUC,,
646,"Gray Television, Inc.",Media,NYS,GTN,547318215.6800001,0.211409731549697
647,"Saia, Inc.",Transportation,NAS,SAIA,11801947709.44,0.2140239566142451
648,Knowles Corp.,Technology Hardware,NYS,KN,1600930595.8400002,0.21165446460768525
649,Lincoln Educational Services Corp.,Consumer Services,NAS,LINC,380405868.8,0.2113709611538312
650,"Daktronics, Inc.",Technology Hardware,NAS,DAKT,617593968.64,0.21142605519988203
651,"Community Healthcare Trust, Inc.",Real Estate,NYS,CHCT,678158643.2,0.21144012316101293
652,"Primerica, Inc.",Insurance,NYS,PRI,7932304179.200001,0.21473801913514617
653,Check Point Software Technologies Ltd.,Software & Services,NAS,CHKP,17521749688.32,0.21696545530432068
654,"HF Foods Group, Inc.",Food Retailers,NAS,HFFG,163114513.28,0.21293339194887256
655,"Alight, Inc.",Software & Services,NYS,ALIT,3686256353.28,0.21375174724961282
656,Atlassian Corp.,Software & Services,NAS,TEAM,42846717870.08,0.22284793829643926
657,"Digi International, Inc.",Technology Hardware,NAS,DGII,852344171.52,0.2130934861970928
658,"EVERTEC, Inc.",Software & Services,NYS,EVTC,2057983416.32,0.2133735320514949
659,"Aflac, Inc.",Insurance,NYS,AFL,49171206144.0,0.22431699027858482
660,"Sinclair, Inc.",Media,NAS,SBGI,947957283.84,0.21311569520849252
661,"Phillips Edison & Co., Inc.",Real Estate,NAS,PECO,4406209904.64,0.21391897804297827
662,"nCino, Inc.",Software & Services,NAS,NCNO,3488656486.4,0.21370584875734921
663,"Sally Beauty Holdings, Inc.",Retailing,NYS,SBH,1115177072.64,0.21315453701696002
664,"Fiserv, Inc.",Software & Services,NYS,FI,85028900044.8,0.23264601454405145
665,"J.Jill, Inc.",Retailing,NYS,JILL,414918204.16,0.21299188090405402
666,"United Natural Foods, Inc.",Food Retailers,NYS,UNFI,762145016.32,0.2146854379653275
667,"CBL & Associates Properties, Inc.",Real Estate,NYS,CBL,765320061.44,0.2146861754647306
668,"Armada Hoffler Properties, Inc.",Real Estate,NYS,AHH,963009249.28,0.2147320947044646
669,"Sprouts Farmers Market, Inc.",Food Retailers,NAS,SFM,7659482521.6,0.21628755135297367
670,"Healthcare Realty Trust, Inc.",Real Estate,NYS,HR,6286824386.56,0.21596871035481668
671,"Kinder Morgan, Inc.",Refiners & Pipelines,NYS,KMI,41918761533.44,0.22424529584698424
672,Two Harbors Investment Corp.,Real Estate,NYS,TWO,1342524175.36,0.21482024842224612
673,"Medical Properties Trust, Inc.",Real Estate,NYS,MPW,2666604072.96,0.21512780566859432
674,"Advanced Energy Industries, Inc.",Semiconductors,NAS,AEIS,3951448104.96,0.2154262492090371
675,"Amkor Technology, Inc.",Semiconductors,NAS,AMKR,9335357112.32,0.21667682346206696
676,KKR Real Estate Finance Trust Inc.,Real Estate,NYS,KREF,634499476.48,0.21465578846244404
677,AerCap Holdings NV,Traders & Distributors,NYS,AER,17488458465.280003,0.21857062564565072
678,Pfizer Inc.,Pharmaceuticals,NYS,PFE,156554296688.64,0.2508728351592966
679,Nova Ltd.,Semiconductors,NAS,NVMI,5607068446.72,0.21742371988748196
680,Ladder Capital Corp.,Real Estate,NYS,LADR,1424825697.28,0.21645226864355854
681,"ICF International, Inc.",Commercial Services,NAS,ICFI,2406896168.96,0.21668038394878844
682,Infinera Corp.,Technology Hardware,NAS,INFN,1310868874.24,0.2164257987554798
683,"Huron Consulting Group, Inc.",Commercial Services,NAS,HURN,1775969648.64,0.21653383235202345
684,"Simulations Plus, Inc.",Healthcare,NAS,SLP,791136468.48,0.21630507532493515
685,"Ultra Clean Holdings, Inc.",Semiconductors,NAS,UCTT,2097069608.96,0.21660841744298176
686,"ChargePoint Holdings, Inc.",Retailing,NYS,CHPT,845164167.6800001,0.21631762487758874
687,"Confluent, Inc.",Software & Services,NAS,CFLT,7620157747.200001,0.21789132022114077
688,"OneWater Marine, Inc.",Retailing,NAS,ONEW,449318961.92,0.21622567796284112
689,NCR Voyix Corp.,Technology Hardware,NYS,VYX,1987865579.52,0.2165830515336846
690,"Xylem, Inc.",Machinery,NYS,XYL,31004124119.04,0.22493585058595755
691,Roblox Corp.,Software & Services,NYS,RBLX,23551189811.2,0.223204683186552
692,"Acuity Brands, Inc.",Electrical Equipment,NYS,AYI,7330496409.6,0.21943694091850818
693,"West Pharmaceutical Services, Inc.",Healthcare,NYS,WST,22025807790.08,0.22285036748785808
694,"Ultragenyx Pharmaceutical, Inc.",Pharmaceuticals,NAS,RARE,3657075660.8,0.218583678836494
695,"Rent the Runway, Inc.",Consumer Services,NAS,RENT,63070600.0,0.21774886342855318
696,Urban Edge Properties,Real Estate,NYS,UE,2315910789.12,0.21827215309278283
697,"Bread Financial Holdings, Inc.",Diversified Financials,NYS,BFH,2352958320.64,0.2182807584925015
698,"OPENLANE, Inc.",Commercial Services,NYS,KAR,1844296473.6,0.21816260653106656
699,Eaton Corp. Plc,Electrical Equipment,NYS,ETN,114601047490.56,0.24596664513533886
700,"AMC Entertainment Holdings, Inc.",Media,NYS,AMC,1473920076.8,0.21968947873644998
701,Forward Air Corp.,Transportation,NAS,FWRD,607353500.1600001,0.2194881926731453
702,"Warner Bros. Discovery, Inc.",Media,NAS,WBD,18755652157.44,0.2237036790430049
703,"Charles River Laboratories International, Inc.",Pharmaceuticals,NYS,CRL,10575248384.0,0.2218035350538574
704,"Analog Devices, Inc.",Semiconductors,NAS,ADI,107560589721.6,0.24433128777633276
705,National Storage Affiliates Trust,Real Estate,NYS,NSA,5385930711.04,0.22059816047124
706,Eversource Energy,Utilities,NYS,ES,19946791731.2,0.22398035691417117
707,Lions Gate Entertainment Corp.,Media,NYS,LGF.A,,
708,"Emerald Expositions Events, Inc.",Media,NYS,EEX,1134556718.0800002,0.2196106514237564
709,Kohl's Corp.,Retailing,NYS,KSS,2323449077.76,0.21988680731209093
710,"Knight-Swift Transportation Holdings, Inc.",Transportation,NYS,KNX,7605091061.76,0.22111362698342682
711,"TPG RE Finance Trust, Inc.",Real Estate,NYS,TRTX,696830963.2,0.21950897649607976
712,Lamar Advertising Co.,Media,NAS,LAMR,11161364398.08,0.22355258129313132
713,"Catalyst Pharmaceuticals, Inc.",Pharmaceuticals,NAS,CPRX,1836452008.96,0.22138659087062404
714,"Bel Fuse, Inc.",Technology Hardware,NAS,BELFB,833720839.6800001,0.2211536764990591
715,"Thoughtworks Holding, Inc.",Commercial Services,NAS,TWKS,920950676.48,0.22117393824342532
716,Modine Manufacturing Co.,Auto Components,NYS,MOD,5133150392.320001,0.22215234789077412
717,Whirlpool Corp.,Consumer Durables,NYS,WHR,5609053880.320001,0.22226289074136954
